ID,Aware_M,Aware_P,Aware_T,Aware_B,Aware_MV,Strong_M,Strong_P,Strong_T,Strong_B,Strong_MV,Known_M,Known_P,Known_T,Known_B,Known_MV,Attr_M,Attr_P,Attr_T,Attr_B,Attr_MV,Dr_1,Dr_2,Dr_3,Dr_4,Dr_5,Dr_6,Dr_7,Dr_8,Dr_9,Dr_10,Dr_11,Dr_12,Dr_13,Dr_14,Dr_15,HowLong,NPS,Prod_data,Prod_sms,Prod_call,Prod_extra,Prod_other,Cont_winkel,Cont_tel,Cont_mail,Cont_social,Cont_web,Gender,Age,Dr_12r,F_pricevalue,F_productquality,F_innovativeness,F_CRM,F_community,,,,,,,
R_0wWgi25cEjoVw5n,5,5,5,5,5,5,7,6,5,5,7,7,7,7,5,3,5,3,3,7,5,5,6,5,6,6,6,6,6,6,5,5,5,6,5,4,8,3,5,4,2,1,3,3,6,6,6,1,24,3,6.00,4.00,5.33,5.50,5.00,,,,,,,
R_00OpjlGiTgxW5JH,4,2,3,3,5,3,4,4,3,6,7,7,7,6,4,1,6,5,1,7,4,4,7,7,7,7,7,4,7,4,4,2,7,6,5,4,8,5,4,2,3,1,2,2,7,2,7,0,20,6,7.00,5.00,6.00,5.50,4.00,,,,,,,
R_0AJPzdIidkVs6Q5,2,2,1,1,4,4,4,#NULL!,#NULL!,5,6,6,#NULL!,#NULL!,3,4,4,#NULL!,#NULL!,6,3,5,5,4,5,6,6,5,4,5,4,2,6,5,4,4,10,5,3,2,4,1,3,2,5,4,4,1,22,6,5.67,5.00,5.00,4.50,4.00,,,,,,,
R_6mWMZGmQ2UoeHRj,4,2,4,2,4,6,5,6,5,6,5,5,5,5,5,5,3,6,4,6,6,5,7,6,7,5,6,5,6,6,4,3,6,6,7,4,10,5,4,2,3,1,6,6,6,7,7,0,20,5,6.00,4.50,6.33,5.50,5.50,,,,,,,
R_2ccSzZj6xIs8wi9,1,4,1,1,5,#NULL!,2,#NULL!,#NULL!,6,#NULL!,6,#NULL!,#NULL!,4,#NULL!,1,#NULL!,#NULL!,7,4,7,6,6,6,7,7,6,7,6,6,3,7,7,7,6,10,5,4,2,1,3,3,6,6,7,6,1,23,5,6.67,5.50,7.00,6.00,5.50,,,,,,,
R_41vdPvLVECMniwl,4,5,3,5,5,5,4,5,4,7,5,5,6,5,4,3,2,5,4,7,6,6,6,4,7,6,6,4,5,6,6,2,5,6,5,4,7,4,3,5,2,1,5,5,6,3,7,1,27,6,6.33,6.00,5.33,4.00,6.00,,,,,,,
R_6WmQ8mzQAGxsEiV,5,3,3,5,5,6,4,5,7,7,7,6,7,6,7,3,4,6,7,7,5,3,6,6,7,7,7,4,7,6,7,1,6,6,6,4,10,5,3,2,4,1,4,4,7,5,7,1,24,7,7.00,7.00,6.00,5.00,4.00,,,,,,,
R_9FTloT5MQzHGh3D,2,4,4,1,5,6,7,7,#NULL!,4,7,7,7,#NULL!,4,2,5,5,#NULL!,7,4,5,6,6,5,7,7,6,7,6,7,2,6,5,6,5,10,5,3,2,4,1,1,3,7,4,7,0,33,6,6.33,6.50,5.67,6.00,4.50,,,,,,,
R_3JBszaGjF25VmQJ,4,5,5,2,5,3,6,5,5,5,6,6,6,6,6,3,5,5,3,6,4,4,6,5,7,6,6,6,6,6,1,5,2,4,7,3,7,4,5,3,2,1,4,3,5,5,5,0,25,3,6.33,2.00,4.33,5.50,4.00,,,,,,,
R_1Yq6vK5lT7UuNed,4,1,4,1,5,5,#NULL!,5,#NULL!,7,7,#NULL!,7,#NULL!,5,5,#NULL!,5,#NULL!,7,6,6,6,6,7,7,7,6,6,6,7,2,6,6,7,4,10,4,5,2,3,#NULL!,4,3,6,6,6,1,21,6,7.00,6.50,6.33,6.00,6.00,,,,,,,
R_82gKXoOSToc713v,3,4,5,5,5,4,4,4,6,6,7,7,7,7,5,4,4,4,6,6,3,1,7,6,7,7,7,7,7,7,7,1,7,6,6,2,10,4,3,2,5,1,7,7,7,7,7,1,28,7,7.00,7.00,6.33,6.50,2.00,,,,,,,
R_9YKZy6Q8UH1Y9BX,4,1,3,1,4,5,#NULL!,5,#NULL!,4,6,#NULL!,6,#NULL!,4,3,#NULL!,4,#NULL!,6,6,6,6,6,6,5,5,6,6,6,5,4,6,5,6,5,8,5,4,3,2,1,6,4,6,5,5,0,24,4,5.33,4.50,5.67,6.00,6.00,,,,,,,
R_cShHGxGLpaQSUC1,4,3,4,3,4,4,4,4,4,4,6,6,6,6,5,4,4,4,4,4,4,5,5,5,5,6,6,4,5,5,5,3,6,6,6,4,9,4,5,3,2,1,2,2,6,6,6,1,32,5,5.67,5.00,6.00,4.50,4.50,,,,,,,
R_6Wl95x2j12x1LEN,4,4,4,5,5,4,4,6,6,7,7,7,7,7,6,4,4,5,6,7,2,3,6,4,6,6,7,7,6,6,5,4,6,7,7,4,9,5,3,2,4,1,2,1,6,6,7,0,25,4,6.33,4.50,6.67,5.50,2.50,,,,,,,
R_1zUi8x0iinF1WNT,2,4,2,2,5,4,7,5,5,6,6,7,7,6,3,2,6,5,4,7,4,5,5,6,6,6,7,5,5,5,5,4,5,6,7,5,9,3,2,1,4,#NULL!,2,1,2,5,7,0,28,4,6.33,4.50,6.00,5.50,4.50,,,,,,,
R_78RknfTjyhUTEVf,4,4,4,4,4,5,3,6,3,6,6,6,6,6,4,3,2,6,3,6,2,3,3,5,6,5,6,2,3,4,3,4,5,5,5,2,5,1,5,4,3,#NULL!,1,1,5,3,6,0,24,4,5.67,3.50,5.00,3.50,2.50,,,,,,,
R_2ajSVBYUVrAav3v,5,2,5,2,5,6,3,7,2,6,6,6,6,4,5,5,2,6,2,6,4,2,6,4,6,7,6,4,6,6,6,2,7,7,6,4,10,4,1,3,2,#NULL!,2,2,7,7,7,1,24,6,6.33,6.00,6.67,4.00,3.00,,,,,,,
R_41l2J7euu9Hr6Zf,1,5,1,1,4,#NULL!,6,#NULL!,#NULL!,6,#NULL!,7,#NULL!,#NULL!,4,#NULL!,6,#NULL!,#NULL!,5,5,5,7,5,6,7,6,7,7,6,6,5,5,5,6,5,7,5,4,3,2,1,3,2,7,4,7,0,23,3,6.33,4.50,5.33,6.00,5.00,,,,,,,
R_6hE3bOLYjTpYFkp,5,5,2,5,5,5,6,4,5,7,7,7,7,7,6,6,6,6,6,7,3,4,7,6,6,6,6,7,7,7,5,5,6,7,5,5,10,5,4,2,3,1,1,1,6,7,7,1,23,3,6.00,4.00,6.00,6.50,3.50,,,,,,,
R_09tJTomqiySd4wt,4,4,2,5,5,6,2,6,6,6,7,7,5,6,4,6,6,6,6,6,3,6,7,3,6,6,6,6,2,2,6,2,5,4,3,1,10,4,5,2,3,1,6,6,6,6,7,1,22,6,6.00,6.00,4.00,4.50,4.50,,,,,,,
R_6llTeIZS1v83G2V,2,2,4,2,5,4,4,6,6,7,4,4,6,4,6,5,5,5,6,7,6,6,6,6,6,7,6,6,6,6,6,1,7,6,7,6,10,5,4,3,2,1,4,7,7,7,7,0,22,7,6.33,6.50,6.67,6.00,6.00,,,,,,,
R_eqy1rHlCU0OV5UF,2,3,2,2,5,6,6,5,5,4,7,7,6,6,3,3,3,4,3,5,4,4,4,4,4,5,6,4,5,6,5,2,6,7,6,3,8,5,2,4,3,1,5,2,3,4,7,0,30,6,5.00,5.50,6.33,4.00,4.00,,,,,,,
R_ahHaktopgdBU62x,3,3,3,3,4,3,4,3,4,4,5,5,5,5,3,3,2,3,4,5,4,4,5,4,6,7,5,7,5,4,6,1,7,4,6,5,10,5,3,4,2,1,1,4,6,5,7,0,29,7,6.00,6.50,5.67,5.50,4.00,,,,,,,
R_3WbSPzVbbzyZSSx,4,4,4,4,5,5,6,5,5,6,7,7,7,7,6,6,7,6,6,7,4,6,6,5,7,7,7,6,6,6,6,2,7,6,6,5,10,5,3,2,4,1,6,2,7,6,7,0,19,6,7.00,6.00,6.33,5.50,5.00,,,,,,,
R_dhxWLHzKi8lKEcZ,4,4,4,4,4,2,6,6,2,6,7,7,7,7,7,2,6,6,2,7,7,7,7,6,7,7,7,6,7,7,7,1,7,7,7,5,10,5,3,2,4,1,1,1,7,7,7,0,23,7,7.00,7.00,7.00,6.00,7.00,,,,,,,
R_4NlTaKNZmjOuPeB,5,4,5,2,5,6,6,6,6,5,7,7,7,7,6,6,6,6,6,7,4,4,4,6,5,4,6,5,5,5,5,4,6,6,6,2,10,2,5,4,3,1,3,3,7,3,7,1,21,4,5.00,4.50,6.00,5.50,4.00,,,,,,,
R_6mOr2vyvakoRaDP,4,2,2,2,4,6,6,4,6,6,7,7,4,7,4,6,5,5,6,7,2,4,7,4,7,6,7,4,4,6,7,3,7,5,5,3,9,4,3,2,5,#NULL!,4,1,7,4,5,1,18,5,6.67,6.00,5.67,4.00,3.00,,,,,,,
R_9NR0bYPcwgXueln,5,5,5,5,5,5,6,5,6,5,7,7,6,7,5,6,3,5,4,6,6,6,3,7,7,7,6,6,6,5,4,5,6,5,7,4,10,5,4,3,2,1,2,2,6,5,7,0,32,3,6.67,3.50,6.00,6.50,6.00,,,,,,,
R_5BUVo89C2rUpmgl,3,4,4,5,5,6,7,7,6,5,7,7,7,7,5,5,6,6,6,7,5,5,6,5,7,7,7,2,4,6,6,2,5,6,6,4,9,5,4,3,2,1,6,3,4,5,7,0,32,6,7.00,6.00,5.67,3.50,5.00,,,,,,,
R_1BM0IOd9g36qZTL,2,2,5,4,5,4,4,6,3,6,5,5,6,4,3,4,4,6,3,6,4,4,4,4,5,5,5,4,4,4,5,3,4,4,5,3,7,4,5,2,3,#NULL!,5,2,1,5,5,0,21,5,5.00,5.00,4.33,4.00,4.00,,,,,,,
R_bC2hgzJjx7ybMrP,5,2,1,2,5,6,6,#NULL!,6,5,7,7,#NULL!,7,3,4,4,#NULL!,4,7,6,6,7,4,6,7,7,7,4,6,7,1,5,5,6,3,10,5,4,1,3,#NULL!,1,1,1,7,7,1,25,7,6.67,7.00,5.33,5.50,6.00,,,,,,,
R_29sZvPgE9KWc31r,4,1,2,3,5,3,#NULL!,7,5,7,7,#NULL!,7,7,5,5,#NULL!,7,5,7,4,7,6,7,6,6,6,7,6,5,5,3,6,6,6,4,10,5,4,2,3,1,3,3,7,6,7,1,25,5,6.00,5.00,6.00,7.00,5.50,,,,,,,
R_2hIPXre4VC0uUrH,5,5,2,5,5,4,6,5,6,3,7,7,7,7,4,3,5,5,4,4,4,4,6,6,6,6,6,6,6,6,5,5,6,6,6,6,10,5,3,4,2,1,1,7,7,1,1,0,26,3,6.00,4.00,6.00,6.00,4.00,,,,,,,
R_eXlieMBHbRRZcwJ,5,1,2,1,5,1,#NULL!,1,#NULL!,7,7,#NULL!,7,#NULL!,4,1,#NULL!,1,#NULL!,7,1,5,7,7,7,7,7,7,7,7,7,3,7,7,7,3,10,3,4,5,2,1,4,1,7,1,4,1,22,5,7.00,6.00,7.00,7.00,3.00,,,,,,,
R_emISK9jV74KGKcR,5,2,3,4,5,3,4,4,7,6,6,6,6,6,5,2,2,5,7,7,4,5,6,4,6,5,4,4,4,4,6,5,5,5,7,5,9,4,5,2,3,#NULL!,4,4,6,6,6,0,23,3,5.00,4.50,5.67,4.00,4.50,,,,,,,
R_a4ZdmuzthWgsRnv,5,5,5,5,5,6,6,6,6,6,7,7,7,7,7,5,5,6,6,6,3,3,6,3,5,6,5,3,4,5,6,2,6,6,6,3,5,3,5,4,2,1,5,1,7,2,7,0,30,6,5.33,6.00,6.00,3.00,3.00,,,,,,,
R_3wLC08KzRmiXNgV,5,4,4,4,5,3,3,3,3,7,7,6,7,5,2,1,2,1,4,7,4,5,4,6,6,6,7,6,4,7,6,4,7,7,6,4,10,4,2,3,5,#NULL!,3,7,7,4,6,1,30,4,6.33,5.00,6.67,6.00,4.50,,,,,,,
R_bEGzNJdOl0jTssR,1,5,5,1,5,#NULL!,6,5,#NULL!,7,#NULL!,7,7,#NULL!,5,#NULL!,6,6,#NULL!,7,4,4,7,5,7,7,7,5,4,5,4,1,5,6,6,5,10,1,3,2,4,5,3,3,7,3,7,1,33,7,7.00,5.50,5.67,5.00,4.00,,,,,,,
R_e40xNAuVE0nU1kp,3,4,2,2,5,3,6,6,3,5,6,6,7,5,3,3,3,7,3,6,7,4,7,5,5,6,7,5,7,6,5,3,4,5,4,5,9,2,4,3,5,1,3,5,7,7,7,0,22,5,6.00,5.00,4.33,5.00,5.50,,,,,,,
R_8845dRFySrinnhz,4,4,4,4,5,6,6,6,6,5,6,6,6,6,6,4,6,6,4,6,4,4,7,5,7,7,7,5,6,7,6,2,6,6,6,5,10,5,3,4,2,#NULL!,2,2,2,5,5,0,22,6,7.00,6.00,6.00,5.00,4.00,,,,,,,
R_b0WOQXT84GMS8sJ,1,4,3,1,4,#NULL!,6,5,#NULL!,7,#NULL!,7,7,#NULL!,3,#NULL!,6,6,#NULL!,6,5,6,7,4,5,5,7,4,5,5,6,3,6,7,5,3,10,5,3,4,2,1,4,4,6,1,7,0,29,5,5.67,5.50,6.00,4.00,5.50,,,,,,,
R_b7XDUbQ4vobncC9,5,5,5,5,5,1,1,1,3,7,7,7,5,5,3,1,1,5,5,7,7,4,7,4,7,7,7,4,7,7,7,5,5,4,7,2,8,5,3,2,4,1,5,2,7,7,7,0,24,3,7.00,5.00,5.33,4.00,5.50,,,,,,,
R_40CO4zPerQVSJSZ,5,4,4,4,5,6,5,6,5,7,7,7,7,7,7,5,5,6,5,6,5,6,7,6,6,6,6,6,7,6,6,3,5,6,7,6,9,5,3,2,4,1,5,4,6,5,3,0,22,5,6.00,5.50,6.00,6.00,5.50,,,,,,,
R_0jLau8gxY945NJ3,4,2,1,2,4,6,6,#NULL!,6,6,7,7,#NULL!,6,6,7,7,#NULL!,5,7,3,2,6,2,6,6,6,3,5,6,2,2,5,5,5,3,10,3,5,4,#NULL!,#NULL!,3,6,6,3,6,1,24,6,6.00,4.00,5.00,2.50,2.50,,,,,,,
R_9uw1QKTc3ZdDXqR,3,4,2,5,4,5,7,6,4,4,6,7,6,5,3,5,7,6,4,3,2,2,3,4,4,4,4,4,5,4,4,6,5,5,5,4,6,4,2,5,1,3,4,4,5,3,5,0,31,2,4.00,3.00,5.00,4.00,2.00,,,,,,,
R_7QUfqcJdCdAcij3,4,4,3,3,5,4,7,4,4,5,6,7,5,6,4,4,5,4,4,7,5,7,4,7,6,7,6,6,6,5,5,2,7,6,5,2,10,4,2,3,5,1,6,3,6,3,7,0,26,6,6.33,5.50,6.00,6.50,6.00,,,,,,,
R_40LKczNIGYNBZWZ,3,4,3,5,5,7,7,7,4,7,7,7,7,6,6,3,6,4,5,7,4,4,6,5,7,7,7,7,7,6,6,1,7,7,6,5,10,5,2,4,3,#NULL!,5,3,7,6,7,0,25,7,7.00,6.50,6.67,6.00,4.00,,,,,,,
R_3EGVadcKRkJdYt7,4,4,4,4,4,7,7,7,6,6,7,7,7,7,6,7,7,7,6,7,5,4,6,6,5,6,6,6,6,6,5,3,5,4,6,4,9,2,1,3,4,5,6,7,6,7,7,0,22,5,5.67,5.00,5.00,6.00,4.50,,,,,,,
R_3lNJlaQh7dmb4Tr,4,2,2,2,5,6,6,2,3,5,7,7,2,3,5,3,3,3,3,5,3,4,4,5,6,7,6,4,5,5,7,1,7,6,7,4,10,4,3,2,5,1,5,5,7,5,3,1,27,7,6.33,7.00,6.67,4.50,3.50,,,,,,,
R_3sAhxlDhjYTMyRn,5,5,5,5,5,2,4,5,4,6,5,7,7,7,5,1,4,5,5,6,4,4,6,5,7,7,6,6,4,5,6,2,7,6,7,5,10,5,3,1,4,#NULL!,3,2,6,7,3,1,23,6,6.67,6.00,6.67,5.50,4.00,,,,,,,
R_3jG0JnxdgH59gjz,4,2,2,2,4,1,7,4,4,4,7,7,7,7,3,1,7,6,6,6,6,7,7,2,7,6,3,4,6,4,1,5,7,7,7,3,9,4,5,2,3,1,1,3,7,6,7,0,34,3,5.33,2.00,7.00,3.00,6.50,,,,,,,
R_5d2rYQ1gsMM8P2t,1,1,2,2,4,#NULL!,#NULL!,3,6,6,#NULL!,#NULL!,7,7,6,#NULL!,#NULL!,6,6,7,4,5,4,4,5,5,6,5,4,4,6,2,6,6,5,4,7,3,4,5,2,1,1,1,7,1,7,1,22,6,5.33,6.00,5.67,4.50,4.50,,,,,,,
R_0PtqITgoyNSakCN,4,4,4,4,5,6,6,4,6,6,7,7,7,7,6,6,6,7,6,7,6,6,6,6,6,6,5,6,6,5,6,2,5,5,4,5,10,4,5,3,2,1,2,1,7,1,4,0,23,6,5.67,6.00,4.67,6.00,6.00,,,,,,,
R_d5XTLOsZmzck69v,4,3,4,3,4,6,6,5,4,4,7,7,6,5,4,5,5,5,4,7,4,6,6,5,5,6,6,4,4,4,6,2,6,6,6,1,9,5,4,3,2,1,1,1,6,1,7,1,30,6,5.67,6.00,6.00,4.50,5.00,,,,,,,
R_8p09rTK463n4cHr,5,4,4,5,5,1,3,4,5,6,7,7,5,7,5,1,3,5,5,6,4,6,6,5,6,7,6,4,6,5,6,2,6,6,6,3,9,5,2,3,4,1,3,4,5,6,6,0,23,6,6.33,6.00,6.00,4.50,5.00,,,,,,,
R_9uV7HoDLki0LOHH,5,5,5,5,5,5,7,7,6,6,7,7,7,7,5,5,7,7,5,6,4,7,6,6,6,7,6,6,7,6,4,3,6,7,6,4,8,4,3,2,5,1,6,2,5,6,6,0,26,5,6.33,4.50,6.33,6.00,5.50,,,,,,,
R_7aNoJGxtybOThwp,5,4,5,4,5,7,6,7,6,7,7,7,7,7,6,7,5,7,6,7,2,2,5,2,5,6,5,2,3,2,6,4,4,5,4,1,10,5,4,3,2,1,6,6,6,6,5,1,19,4,5.33,5.00,4.33,2.00,2.00,,,,,,,
R_6tj5mAAx0oQ7EFf,2,5,2,2,5,6,6,5,5,6,7,7,5,7,7,6,6,5,5,7,4,4,7,7,7,7,7,4,6,7,7,4,6,6,6,4,9,2,3,5,4,1,3,3,6,7,6,1,21,4,7.00,5.50,6.00,5.50,4.00,,,,,,,
R_0AiAIP3c7VDWjHL,1,1,3,4,4,#NULL!,#NULL!,4,4,5,#NULL!,#NULL!,7,7,3,#NULL!,#NULL!,4,4,7,4,2,4,6,4,6,6,6,4,4,4,4,2,1,1,2,10,2,3,5,#NULL!,#NULL!,1,1,3,1,6,1,31,4,5.33,4.00,1.33,6.00,3.00,,,,,,,
R_brPQ9Rqxs0w0TQN,3,5,2,2,5,6,7,7,6,7,7,7,7,6,7,5,5,7,5,7,6,6,7,7,7,6,7,7,7,7,7,2,6,7,7,4,10,4,5,2,3,1,4,3,7,7,7,1,24,6,6.67,6.50,6.67,7.00,6.00,,,,,,,
R_55W2wbdHXLbqxut,5,4,3,4,5,6,5,6,6,7,7,6,7,6,5,6,5,6,6,7,2,4,2,6,6,7,7,5,7,7,7,2,7,7,7,4,10,5,4,2,3,1,4,5,7,5,7,1,19,6,6.67,6.50,7.00,5.50,3.00,,,,,,,
R_8I0h60T4NyvKQZf,4,2,4,2,5,3,5,5,4,6,6,6,7,6,3,3,6,5,5,7,4,5,6,5,6,6,6,4,6,6,5,3,3,6,7,5,7,4,5,3,2,1,1,1,5,5,7,1,28,5,6.00,5.00,5.33,4.50,4.50,,,,,,,
R_diZgZ8YQ7cTh23X,4,2,2,2,5,3,6,6,4,5,6,6,6,6,2,6,6,4,4,6,6,6,6,6,6,5,6,6,7,6,4,2,7,6,6,4,10,4,5,2,3,1,6,3,6,7,7,1,19,6,5.67,5.00,6.33,6.00,6.00,,,,,,,
R_6J7PKAityXDwtUh,5,5,4,5,5,7,7,6,5,4,6,7,6,6,4,6,6,6,6,5,5,6,7,7,6,6,6,7,6,6,6,3,6,6,6,5,8,5,4,3,2,1,5,6,7,6,5,0,23,5,6.00,5.50,6.00,7.00,5.50,,,,,,,
R_7WJwhJ3gQY4dw5n,4,4,2,3,5,5,7,6,6,6,6,7,7,6,5,3,6,4,5,7,6,6,6,6,6,6,6,5,6,5,6,3,6,6,7,4,10,5,2,3,1,4,6,6,7,5,7,0,24,5,6.00,5.50,6.33,5.50,6.00,,,,,,,
R_4PE95jv5R8f3WM5,1,4,3,1,4,#NULL!,6,6,#NULL!,6,#NULL!,7,7,#NULL!,6,#NULL!,6,6,#NULL!,6,4,4,6,4,6,6,6,4,4,6,5,3,6,6,6,4,8,4,5,3,2,#NULL!,5,4,6,5,6,1,23,5,6.00,5.00,6.00,4.00,4.00,,,,,,,
R_5ySsL6C7IaF5d9r,2,3,1,2,5,5,5,#NULL!,6,5,6,6,#NULL!,6,3,4,4,#NULL!,4,6,4,6,7,6,6,6,5,7,6,4,6,4,5,6,6,4,10,4,2,3,1,5,4,4,6,4,6,0,21,4,5.67,5.00,5.67,6.50,5.00,,,,,,,
R_aXA0cX18XG771Xv,1,5,1,1,5,#NULL!,6,#NULL!,#NULL!,4,#NULL!,7,#NULL!,#NULL!,2,#NULL!,2,#NULL!,#NULL!,6,1,1,3,5,5,6,6,4,4,4,5,2,4,4,6,4,9,3,4,5,2,1,6,1,7,1,6,1,30,6,5.67,5.50,4.67,4.50,1.00,,,,,,,
R_etWTJzq5VN9mLVr,2,4,3,2,5,5,6,6,5,6,7,7,7,7,6,2,6,3,3,6,6,6,6,6,5,6,6,6,5,6,5,3,6,6,6,5,9,5,2,3,4,1,1,3,6,2,7,0,29,5,5.67,5.00,6.00,6.00,6.00,,,,,,,
R_1FX4uVJA2jCsPjv,2,4,2,2,4,5,6,5,4,6,6,6,5,5,5,5,6,5,3,6,4,4,5,4,5,5,5,6,6,4,5,3,4,5,6,4,5,5,3,4,2,#NULL!,4,2,6,3,7,0,32,5,5.00,5.00,5.00,5.00,4.00,,,,,,,
R_a4xSbmVG1SclQ7b,4,5,3,4,5,6,6,6,6,6,6,6,6,6,4,6,6,6,6,7,4,4,6,5,5,6,6,6,6,6,4,3,6,6,5,4,8,4,5,3,2,1,2,2,2,6,7,0,23,5,5.67,4.50,5.67,5.50,4.00,,,,,,,
R_89dU9Z92JZl0pAp,5,5,5,5,5,5,5,4,3,7,6,6,6,3,3,6,6,3,2,3,3,6,7,5,7,7,7,7,6,6,7,6,5,4,5,4,7,4,5,3,2,1,6,1,3,7,6,0,31,2,7.00,4.50,4.67,6.00,4.50,,,,,,,
R_1ZZFNUEMJStf0hL,4,5,3,4,5,5,7,6,5,6,7,7,7,7,5,4,4,4,4,7,4,3,6,5,7,4,7,5,5,5,6,2,6,5,7,3,9,4,5,2,3,1,4,4,6,4,7,0,24,6,6.00,6.00,6.00,5.00,3.50,,,,,,,
R_9HLtMr2oLQs8m8t,4,5,4,4,5,6,6,6,6,7,6,6,6,6,5,6,6,6,6,7,4,4,7,1,6,7,6,6,5,6,6,3,6,6,6,6,8,4,3,2,5,1,4,3,6,6,3,1,28,5,6.33,5.50,6.00,3.50,4.00,,,,,,,
R_ctKZ45VQB55yXqd,1,3,3,1,4,#NULL!,4,5,#NULL!,6,#NULL!,6,6,#NULL!,3,#NULL!,3,3,#NULL!,7,2,2,6,2,7,7,7,2,5,4,3,4,6,5,5,4,8,4,2,3,5,1,2,2,6,2,7,1,20,4,7.00,3.50,5.33,2.00,2.00,,,,,,,
R_9tuUCF9HxXhVtt3,3,3,2,2,5,6,6,6,6,7,6,6,6,6,3,2,2,6,2,7,4,6,7,7,7,7,7,7,7,7,6,1,5,7,7,5,10,2,5,4,3,1,4,6,7,2,7,0,22,7,7.00,6.50,6.33,7.00,5.00,,,,,,,
R_7PLNnJmmpA9zEdD,4,4,4,2,4,5,5,5,3,4,6,6,6,4,5,4,4,6,2,6,6,6,6,6,6,6,6,6,6,4,6,4,6,5,4,3,9,2,4,3,5,1,7,7,7,7,7,0,20,4,6.00,5.00,5.00,6.00,6.00,,,,,,,
R_eyabSUimiOFNwCF,2,4,4,2,4,6,6,7,5,6,6,7,7,6,5,4,3,6,4,6,3,5,7,3,6,7,7,2,5,6,7,1,6,6,6,2,9,3,5,4,2,1,3,3,7,7,7,1,21,7,6.67,7.00,6.00,2.50,4.00,,,,,,,
R_9QPxakfv7icyJIp,2,4,2,4,5,4,4,6,3,7,7,7,7,5,3,5,6,6,3,7,3,5,5,5,5,6,7,4,7,6,6,2,7,5,6,6,9,4,5,2,3,1,3,7,5,6,5,0,20,6,6.00,6.00,6.00,4.50,4.00,,,,,,,
R_9Qw2kZ7QtsVlkpv,2,2,2,2,5,6,5,7,5,7,7,7,7,7,7,6,5,7,5,7,5,4,7,7,7,7,7,7,7,6,6,3,4,7,7,4,10,5,2,1,4,3,1,6,5,5,7,0,29,5,7.00,5.50,6.00,7.00,4.50,,,,,,,
R_dir1s7lNouE4RxP,4,5,4,4,5,3,7,3,5,6,5,6,6,4,5,3,6,3,3,6,5,6,5,6,7,7,7,5,5,5,6,4,5,4,4,8,9,4,#NULL!,#NULL!,#NULL!,3,4,3,6,3,6,0,26,4,7.00,5.00,4.33,5.50,5.50,,,,,,,
R_0p0LPjBiCnczhYh,4,4,1,1,5,3,3,#NULL!,#NULL!,6,6,6,#NULL!,#NULL!,6,4,4,#NULL!,#NULL!,4,4,3,5,4,5,6,6,4,5,5,5,1,5,5,4,5,8,5,2,4,3,1,2,2,5,4,5,1,22,7,5.67,6.00,4.67,4.00,3.50,,,,,,,
R_3ymM6SqVgnylMKF,3,5,3,3,5,4,5,4,4,6,6,6,4,6,6,4,6,4,4,6,1,5,6,6,7,6,4,5,5,6,5,2,7,5,5,5,10,4,5,3,2,1,4,4,7,4,7,1,19,6,5.67,5.50,5.67,5.50,3.00,,,,,,,
R_6Jc2wfr7syjLKuN,5,5,5,5,5,4,4,7,7,7,7,7,7,7,5,3,6,6,6,7,6,6,5,7,7,7,7,7,7,4,7,1,7,7,7,4,10,4,5,2,3,1,7,7,7,5,7,0,21,7,7.00,7.00,7.00,7.00,6.00,,,,,,,
R_1KX8foMXF4sIugJ,4,1,1,1,4,5,#NULL!,#NULL!,#NULL!,6,6,#NULL!,#NULL!,#NULL!,5,3,#NULL!,#NULL!,#NULL!,6,4,4,4,6,6,6,5,5,6,5,6,5,5,5,5,3,8,5,4,3,2,1,2,3,5,3,4,0,26,3,5.67,4.50,5.00,5.50,4.00,,,,,,,
R_cNLF71IFwdtexP7,5,4,3,4,5,4,6,6,6,6,7,7,7,7,7,3,4,5,5,6,5,6,7,5,7,6,7,4,5,4,6,5,7,6,7,3,9,5,4,2,3,1,5,4,6,6,7,1,20,3,6.67,4.50,6.67,4.50,5.50,,,,,,,
R_55Ut1V7sk2jUSBD,4,4,4,4,4,6,6,6,6,6,6,6,6,6,6,4,5,4,4,6,4,4,4,5,5,6,6,6,6,4,6,1,6,6,6,5,10,5,4,3,2,1,4,6,6,4,6,0,28,7,5.67,6.50,6.00,5.50,4.00,,,,,,,
R_aXmBrMyqxgauKuV,5,4,4,5,5,6,7,6,6,7,6,7,6,6,5,5,6,7,6,7,4,4,5,6,7,7,7,6,6,5,4,6,6,6,7,5,10,4,5,3,1,2,4,6,6,5,7,0,25,2,7.00,3.00,6.33,6.00,4.00,,,,,,,
R_2nwQ5YNBMJ8W6uV,4,4,2,4,5,6,6,6,3,3,7,7,5,5,2,7,7,3,3,6,4,2,6,4,6,7,6,4,4,4,6,4,4,4,4,3,9,2,4,5,3,1,2,6,7,2,6,1,25,4,6.33,5.00,4.00,4.00,3.00,,,,,,,
R_3r31hwaUuJDlNIh,5,4,3,5,5,4,7,6,6,6,7,7,7,7,5,5,6,6,6,7,5,7,6,7,7,7,7,5,7,7,7,1,7,5,7,4,9,5,4,3,2,1,6,2,4,6,6,0,32,7,7.00,7.00,6.33,6.00,6.00,,,,,,,
